resource_type,owner_id,source,id,name,description,canonical_url,concept_class,publisher,source_type,default_locale,public_access,hierarchy_root_url,attr:hierarchy_level,attr:Classification_Place,attr:chapter_number,attr:Terminal_Node,parent_concept_urls
Concept,WHO,ICD-10-WHO,M45-M49,Spondylopathies,,,Group,,,,,,2,N,13,,[/orgs/WHO/sources/ICD-10-WHO/concepts/13/]
Concept,WHO,ICD-10-WHO,M50-M54,Other dorsopathies,,,Group,,,,,,2,N,13,,[/orgs/WHO/sources/ICD-10-WHO/concepts/13/]
Concept,WHO,ICD-10-WHO,M60-M63,Disorders of muscles,,,Group,,,,,,2,N,13,,[/orgs/WHO/sources/ICD-10-WHO/concepts/13/]
Concept,WHO,ICD-10-WHO,M65-M68,Disorders of synovium and tendon,,,Group,,,,,,2,N,13,,[/orgs/WHO/sources/ICD-10-WHO/concepts/13/]
Concept,WHO,ICD-10-WHO,M70-M79,Other soft tissue disorders,,,Group,,,,,,2,N,13,,[/orgs/WHO/sources/ICD-10-WHO/concepts/13/]
Concept,WHO,ICD-10-WHO,M80-M85,Disorders of bone density and structure,,,Group,,,,,,2,N,13,,[/orgs/WHO/sources/ICD-10-WHO/concepts/13/]
Concept,WHO,ICD-10-WHO,M86-M90,Other osteopathies,,,Group,,,,,,2,N,13,,[/orgs/WHO/sources/ICD-10-WHO/concepts/13/]
Concept,WHO,ICD-10-WHO,M91-M94,Chondropathies,,,Group,,,,,,2,N,13,,[/orgs/WHO/sources/ICD-10-WHO/concepts/13/]
Concept,WHO,ICD-10-WHO,M95-M99,Other disorders of the musculoskeletal system and connective tissue,,,Group,,,,,,2,N,13,,[/orgs/WHO/sources/ICD-10-WHO/concepts/13/]
Concept,WHO,ICD-10-WHO,N00-N08,Glomerular diseases,,,Group,,,,,,2,N,14,,[/orgs/WHO/sources/ICD-10-WHO/concepts/14/]
Concept,WHO,ICD-10-WHO,N10-N16,Renal tubulo-interstitial diseases,,,Group,,,,,,2,N,14,,[/orgs/WHO/sources/ICD-10-WHO/concepts/14/]
Concept,WHO,ICD-10-WHO,N17-N19,Renal failure,,,Group,,,,,,2,N,14,,[/orgs/WHO/sources/ICD-10-WHO/concepts/14/]
Concept,WHO,ICD-10-WHO,N20-N23,Urolithiasis,,,Group,,,,,,2,N,14,,[/orgs/WHO/sources/ICD-10-WHO/concepts/14/]
Concept,WHO,ICD-10-WHO,N25-N29,Other disorders of kidney and ureter,,,Group,,,,,,2,N,14,,[/orgs/WHO/sources/ICD-10-WHO/concepts/14/]
Concept,WHO,ICD-10-WHO,N30-N39,Other diseases of urinary system,,,Group,,,,,,2,N,14,,[/orgs/WHO/sources/ICD-10-WHO/concepts/14/]
Concept,WHO,ICD-10-WHO,N40-N51,Diseases of male genital organs,,,Group,,,,,,2,N,14,,[/orgs/WHO/sources/ICD-10-WHO/concepts/14/]
Concept,WHO,ICD-10-WHO,N60-N64,Disorders of breast,,,Group,,,,,,2,N,14,,[/orgs/WHO/sources/ICD-10-WHO/concepts/14/]
Concept,WHO,ICD-10-WHO,N70-N77,Inflammatory diseases of female pelvic organs,,,Group,,,,,,2,N,14,,[/orgs/WHO/sources/ICD-10-WHO/concepts/14/]
Concept,WHO,ICD-10-WHO,N80-N98,Noninflammatory disorders of female genital tract,,,Group,,,,,,2,N,14,,[/orgs/WHO/sources/ICD-10-WHO/concepts/14/]
Concept,WHO,ICD-10-WHO,N99-N99,Other disorders of the genitourinary system,,,Group,,,,,,2,N,14,,[/orgs/WHO/sources/ICD-10-WHO/concepts/14/]
Concept,WHO,ICD-10-WHO,O00-O08,Pregnancy with abortive outcome,,,Group,,,,,,2,N,15,,[/orgs/WHO/sources/ICD-10-WHO/concepts/15/]
Concept,WHO,ICD-10-WHO,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",,,Group,,,,,,2,N,15,,[/orgs/WHO/sources/ICD-10-WHO/concepts/15/]
Concept,WHO,ICD-10-WHO,O20-O29,Other maternal disorders predominantly related to pregnancy,,,Group,,,,,,2,N,15,,[/orgs/WHO/sources/ICD-10-WHO/concepts/15/]
Concept,WHO,ICD-10-WHO,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,,,Group,,,,,,2,N,15,,[/orgs/WHO/sources/ICD-10-WHO/concepts/15/]
Concept,WHO,ICD-10-WHO,O60-O75,Complications of labour and delivery,,,Group,,,,,,2,N,15,,[/orgs/WHO/sources/ICD-10-WHO/concepts/15/]
Concept,WHO,ICD-10-WHO,O80-O84,Delivery,,,Group,,,,,,2,N,15,,[/orgs/WHO/sources/ICD-10-WHO/concepts/15/]
Concept,WHO,ICD-10-WHO,O85-O92,Complications predominantly related to the puerperium,,,Group,,,,,,2,N,15,,[/orgs/WHO/sources/ICD-10-WHO/concepts/15/]
Concept,WHO,ICD-10-WHO,O94-O99,"Other obstetric conditions, not elsewhere classified",,,Group,,,,,,2,N,15,,[/orgs/WHO/sources/ICD-10-WHO/concepts/15/]
Concept,WHO,ICD-10-WHO,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",,,Group,,,,,,2,N,16,,[/orgs/WHO/sources/ICD-10-WHO/concepts/16/]
Concept,WHO,ICD-10-WHO,P05-P08,Disorders related to length of gestation and fetal growth,,,Group,,,,,,2,N,16,,[/orgs/WHO/sources/ICD-10-WHO/concepts/16/]
Concept,WHO,ICD-10-WHO,P10-P15,Birth trauma,,,Group,,,,,,2,N,16,,[/orgs/WHO/sources/ICD-10-WHO/concepts/16/]
Concept,WHO,ICD-10-WHO,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,,,Group,,,,,,2,N,16,,[/orgs/WHO/sources/ICD-10-WHO/concepts/16/]
Concept,WHO,ICD-10-WHO,P35-P39,Infections specific to the perinatal period,,,Group,,,,,,2,N,16,,[/orgs/WHO/sources/ICD-10-WHO/concepts/16/]
Concept,WHO,ICD-10-WHO,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,,,Group,,,,,,2,N,16,,[/orgs/WHO/sources/ICD-10-WHO/concepts/16/]
Concept,WHO,ICD-10-WHO,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn,,,Group,,,,,,2,N,16,,[/orgs/WHO/sources/ICD-10-WHO/concepts/16/]
Concept,WHO,ICD-10-WHO,P75-P78,Digestive system disorders of fetus and newborn,,,Group,,,,,,2,N,16,,[/orgs/WHO/sources/ICD-10-WHO/concepts/16/]
Concept,WHO,ICD-10-WHO,P80-P83,Conditions involving the integument and temperature regulation of fetus and newborn,,,Group,,,,,,2,N,16,,[/orgs/WHO/sources/ICD-10-WHO/concepts/16/]
Concept,WHO,ICD-10-WHO,P90-P96,Other disorders originating in the perinatal period,,,Group,,,,,,2,N,16,,[/orgs/WHO/sources/ICD-10-WHO/concepts/16/]
Concept,WHO,ICD-10-WHO,Q00-Q07,Congenital malformations of the nervous system,,,Group,,,,,,2,N,17,,[/orgs/WHO/sources/ICD-10-WHO/concepts/17/]
Concept,WHO,ICD-10-WHO,Q10-Q18,"Congenital malformations of eye, ear, face and neck",,,Group,,,,,,2,N,17,,[/orgs/WHO/sources/ICD-10-WHO/concepts/17/]
Concept,WHO,ICD-10-WHO,Q20-Q28,Congenital malformations of the circulatory system,,,Group,,,,,,2,N,17,,[/orgs/WHO/sources/ICD-10-WHO/concepts/17/]
Concept,WHO,ICD-10-WHO,Q30-Q34,Congenital malformations of the respiratory system,,,Group,,,,,,2,N,17,,[/orgs/WHO/sources/ICD-10-WHO/concepts/17/]
Concept,WHO,ICD-10-WHO,Q35-Q37,Cleft lip and cleft palate,,,Group,,,,,,2,N,17,,[/orgs/WHO/sources/ICD-10-WHO/concepts/17/]
Concept,WHO,ICD-10-WHO,Q38-Q45,Other congenital malformations of the digestive system,,,Group,,,,,,2,N,17,,[/orgs/WHO/sources/ICD-10-WHO/concepts/17/]
Concept,WHO,ICD-10-WHO,Q50-Q56,Congenital malformations of genital organs,,,Group,,,,,,2,N,17,,[/orgs/WHO/sources/ICD-10-WHO/concepts/17/]
Concept,WHO,ICD-10-WHO,Q60-Q64,Congenital malformations of the urinary system,,,Group,,,,,,2,N,17,,[/orgs/WHO/sources/ICD-10-WHO/concepts/17/]
Concept,WHO,ICD-10-WHO,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,,,Group,,,,,,2,N,17,,[/orgs/WHO/sources/ICD-10-WHO/concepts/17/]
Concept,WHO,ICD-10-WHO,Q80-Q89,Other congenital malformations,,,Group,,,,,,2,N,17,,[/orgs/WHO/sources/ICD-10-WHO/concepts/17/]
Concept,WHO,ICD-10-WHO,Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",,,Group,,,,,,2,N,17,,[/orgs/WHO/sources/ICD-10-WHO/concepts/17/]
Concept,WHO,ICD-10-WHO,R00-R09,Symptoms and signs involving the circulatory and respiratory systems,,,Group,,,,,,2,N,18,,[/orgs/WHO/sources/ICD-10-WHO/concepts/18/]
Concept,WHO,ICD-10-WHO,R10-R19,Symptoms and signs involving the digestive system and abdomen,,,Group,,,,,,2,N,18,,[/orgs/WHO/sources/ICD-10-WHO/concepts/18/]
Concept,WHO,ICD-10-WHO,R20-R23,Symptoms and signs involving the skin and subcutaneous tissue,,,Group,,,,,,2,N,18,,[/orgs/WHO/sources/ICD-10-WHO/concepts/18/]
Concept,WHO,ICD-10-WHO,R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems,,,Group,,,,,,2,N,18,,[/orgs/WHO/sources/ICD-10-WHO/concepts/18/]
Concept,WHO,ICD-10-WHO,R30-R39,Symptoms and signs involving the urinary system,,,Group,,,,,,2,N,18,,[/orgs/WHO/sources/ICD-10-WHO/concepts/18/]
Concept,WHO,ICD-10-WHO,R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behaviour",,,Group,,,,,,2,N,18,,[/orgs/WHO/sources/ICD-10-WHO/concepts/18/]
Concept,WHO,ICD-10-WHO,R47-R49,Symptoms and signs involving speech and voice,,,Group,,,,,,2,N,18,,[/orgs/WHO/sources/ICD-10-WHO/concepts/18/]
Concept,WHO,ICD-10-WHO,R50-R69,General symptoms and signs,,,Group,,,,,,2,N,18,,[/orgs/WHO/sources/ICD-10-WHO/concepts/18/]
Concept,WHO,ICD-10-WHO,R70-R79,"Abnormal findings on examination of blood, without diagnosis",,,Group,,,,,,2,N,18,,[/orgs/WHO/sources/ICD-10-WHO/concepts/18/]
Concept,WHO,ICD-10-WHO,R80-R82,"Abnormal findings on examination of urine, without diagnosis",,,Group,,,,,,2,N,18,,[/orgs/WHO/sources/ICD-10-WHO/concepts/18/]
Concept,WHO,ICD-10-WHO,R83-R89,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",,,Group,,,,,,2,N,18,,[/orgs/WHO/sources/ICD-10-WHO/concepts/18/]
Concept,WHO,ICD-10-WHO,R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",,,Group,,,,,,2,N,18,,[/orgs/WHO/sources/ICD-10-WHO/concepts/18/]
Concept,WHO,ICD-10-WHO,R95-R99,Ill-defined and unknown causes of mortality,,,Group,,,,,,2,N,18,,[/orgs/WHO/sources/ICD-10-WHO/concepts/18/]
Concept,WHO,ICD-10-WHO,S00-S09,Injuries to the head,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,S10-S19,Injuries to the neck,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,S20-S29,Injuries to the thorax,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,S40-S49,Injuries to the shoulder and upper arm,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,S50-S59,Injuries to the elbow and forearm,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,S60-S69,Injuries to the wrist and hand,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,S70-S79,Injuries to the hip and thigh,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,S80-S89,Injuries to the knee and lower leg,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,S90-S99,Injuries to the ankle and foot,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,T00-T07,Injuries involving multiple body regions,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,T08-T14,"Injuries to unspecified part of trunk, limb or body region",,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,T15-T19,Effects of foreign body entering through natural orifice,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,T20-T25,"Burns and corrosions of external body surface, specified by site",,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,T26-T28,Burns and corrosions confined to eye and internal organs,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,T29-T32,Burns and corrosions of multiple and unspecified body regions,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,T33-T35,Frostbite,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,T36-T50,"Poisoning by drugs, medicaments and biological substances",,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,T66-T78,Other and unspecified effects of external causes,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,T79-T79,Certain early complications of trauma,,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,T80-T88,"Complications of surgical and medical care, not elsewhere classified",,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,T90-T98,"Sequelae of injuries, of poisoning and of other consequences of external causes",,,Group,,,,,,2,N,19,,[/orgs/WHO/sources/ICD-10-WHO/concepts/19/]
Concept,WHO,ICD-10-WHO,V01-V09,Pedestrian injured in transport accident,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,V10-V19,Pedal cyclist injured in transport accident,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,V20-V29,Motorcycle rider injured in transport accident,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,V30-V39,Occupant of three-wheeled motor vehicle injured in transport accident,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,V40-V49,Car occupant injured in transport accident,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,V50-V59,Occupant of pick-up truck or van injured in transport accident,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,V60-V69,Occupant of heavy transport vehicle injured in transport accident,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,V70-V79,Bus occupant injured in transport accident,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,V80-V89,Other land transport accidents,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,V90-V94,Water transport accidents,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,V95-V97,Air and space transport accidents,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,V98-V99,Other and unspecified transport accidents,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,W00-W19,Falls,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,W20-W49,Exposure to inanimate mechanical forces,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,W50-W64,Exposure to animate mechanical forces,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,W65-W74,Accidental drowning and submersion,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,W75-W84,Other accidental threats to breathing,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,X00-X09,"Exposure to smoke, fire and flames",,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,X10-X19,Contact with heat and hot substances,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,X20-X29,Contact with venomous animals and plants,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,X30-X39,Exposure to forces of nature,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,X40-X49,Accidental poisoning by and exposure to noxious substances,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,X50-X57,"Overexertion, travel and privation",,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,X58-X59,Accidental exposure to other and unspecified factors,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,X60-X84,Intentional self-harm,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,X85-Y09,Assault,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,Y10-Y34,Event of undetermined intent,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,Y35-Y36,Legal intervention and operations of war,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,Y40-Y59,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,Y60-Y69,Misadventures to patients during surgical and medical care,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,Y83-Y84,"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,Y85-Y89,Sequelae of external causes of morbidity and mortality,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,Y90-Y98,Supplementary factors related to causes of morbidity and mortality classified elsewhere,,,Group,,,,,,2,N,20,,[/orgs/WHO/sources/ICD-10-WHO/concepts/20/]
Concept,WHO,ICD-10-WHO,Z00-Z13,Persons encountering health services for examination and investigation,,,Group,,,,,,2,N,21,,[/orgs/WHO/sources/ICD-10-WHO/concepts/21/]
Concept,WHO,ICD-10-WHO,Z20-Z29,Persons with potential health hazards related to communicable diseases,,,Group,,,,,,2,N,21,,[/orgs/WHO/sources/ICD-10-WHO/concepts/21/]
Concept,WHO,ICD-10-WHO,Z30-Z39,Persons encountering health services in circumstances related to reproduction,,,Group,,,,,,2,N,21,,[/orgs/WHO/sources/ICD-10-WHO/concepts/21/]
Concept,WHO,ICD-10-WHO,Z40-Z54,Persons encountering health services for specific procedures and health care,,,Group,,,,,,2,N,21,,[/orgs/WHO/sources/ICD-10-WHO/concepts/21/]
Concept,WHO,ICD-10-WHO,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,,,Group,,,,,,2,N,21,,[/orgs/WHO/sources/ICD-10-WHO/concepts/21/]
Concept,WHO,ICD-10-WHO,Z70-Z76,Persons encountering health services in other circumstances,,,Group,,,,,,2,N,21,,[/orgs/WHO/sources/ICD-10-WHO/concepts/21/]
Concept,WHO,ICD-10-WHO,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,,,Group,,,,,,2,N,21,,[/orgs/WHO/sources/ICD-10-WHO/concepts/21/]
Concept,WHO,ICD-10-WHO,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,,,Group,,,,,,2,N,22,,[/orgs/WHO/sources/ICD-10-WHO/concepts/22/]
Concept,WHO,ICD-10-WHO,U82-U85,Resistance to antimicrobial and antineoplastic drugs,,,Group,,,,,,2,N,22,,[/orgs/WHO/sources/ICD-10-WHO/concepts/22/]
Concept,WHO,ICD-10-WHO,A00,Cholera,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A00-A09/]
Concept,WHO,ICD-10-WHO,A01,Typhoid and paratyphoid fevers,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A00-A09/]
Concept,WHO,ICD-10-WHO,A02,Other salmonella infections,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A00-A09/]
Concept,WHO,ICD-10-WHO,A03,Shigellosis,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A00-A09/]
Concept,WHO,ICD-10-WHO,A04,Other bacterial intestinal infections,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A00-A09/]
Concept,WHO,ICD-10-WHO,A05,"Other bacterial foodborne intoxications, not elsewhere classified",,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A00-A09/]
Concept,WHO,ICD-10-WHO,A06,Amoebiasis,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A00-A09/]
Concept,WHO,ICD-10-WHO,A07,Other protozoal intestinal diseases,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A00-A09/]
Concept,WHO,ICD-10-WHO,A08,Viral and other specified intestinal infections,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A00-A09/]
Concept,WHO,ICD-10-WHO,A09,Other gastroenteritis and colitis of infectious and unspecified origin,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A00-A09/]
Concept,WHO,ICD-10-WHO,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A15-A19/]
Concept,WHO,ICD-10-WHO,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A15-A19/]
Concept,WHO,ICD-10-WHO,A17,Tuberculosis of nervous system,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A15-A19/]
Concept,WHO,ICD-10-WHO,A18,Tuberculosis of other organs,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A15-A19/]
Concept,WHO,ICD-10-WHO,A19,Miliary tuberculosis,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A15-A19/]
Concept,WHO,ICD-10-WHO,A20,Plague,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A20-A28/]
Concept,WHO,ICD-10-WHO,A21,Tularaemia,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A20-A28/]
Concept,WHO,ICD-10-WHO,A22,Anthrax,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A20-A28/]
Concept,WHO,ICD-10-WHO,A23,Brucellosis,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A20-A28/]
Concept,WHO,ICD-10-WHO,A24,Glanders and melioidosis,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A20-A28/]
Concept,WHO,ICD-10-WHO,A25,Rat-bite fevers,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A20-A28/]
Concept,WHO,ICD-10-WHO,A26,Erysipeloid,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A20-A28/]
Concept,WHO,ICD-10-WHO,A27,Leptospirosis,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A20-A28/]
Concept,WHO,ICD-10-WHO,A28,"Other zoonotic bacterial diseases, not elsewhere classified",,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A20-A28/]
Concept,WHO,ICD-10-WHO,A30,Leprosy [Hansen disease],,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A30-A49/]
Concept,WHO,ICD-10-WHO,A31,Infection due to other mycobacteria,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A30-A49/]
Concept,WHO,ICD-10-WHO,A32,Listeriosis,,,Code,,,,,,3,N,1,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/A30-A49/]
